"RS","Condition","unit.type","variable","avg","sd","med","min","max","n"
"FC","mod","Pool","area.med",12.0188888888889,12.702664097086,6.9875,1.9,51.11,18
"FC","mod","Pool","area.ratio",0.0736666666666667,0.0322307854296442,0.071,0.021,0.134,18
"FC","mod","Pool","area.sd",14.4606111111111,13.6510369963297,7.21,2.36,42.266,18
"FC","mod","Pool","area.sum",178.632777777778,132.513062521734,139.46,38.04,467.64,18
"FC","mod","Pool","n",12.8333333333333,5.33853912601566,12.5,5,25,18
"FC","mod","Pool","perim.area.ratio",1.8995,0.892870206627118,1.5735,0.894,3.811,18
"FC","mod","Pool","perim.mean",21.7128888888889,11.0281511430514,16.942,11.06,50.88,18
"FC","mod","Pool","perim.med",19.0444444444444,12.1762653514325,14.6,9.1,57.8,18
"FC","mod","Pool","perim.sd",12.4422222222222,7.95807412820874,8.859,4.006,31.636,18
"FC","mod","Pool","perim.sum",253.7555,103.231658492384,255.2,104,418.2,18
"FC","mod","Rapid","area.mean",20.007375,14.816728132539,14.255,6.79,50.36,8
"FC","mod","Rapid","area.med",20.129375,14.720832768927,14.255,6.79,50.36,8
"FC","mod","Rapid","area.ratio",0.028,0.0173205080756888,0.0215,0.012,0.057,8
"FC","mod","Rapid","area.sd",11.277,11.6169511490752,4.115,3.08,29.486,5
"FC","mod","Rapid","area.sum",32.55875,18.9598654587601,28.835,11.2,62.22,8
"FC","mod","Rapid","n",1.875,0.83452296039628,2,1,3,8
"FC","mod","Rapid","perim.area.ratio",2.309,0.741898337278864,2.486,1.176,3.167,8
"FC","mod","Rapid","perim.mean",37.845875,14.3800976197511,37.5,18,59.2,8
"FC","mod","Rapid","perim.med",38.0125,14.2804999412286,38,18,59.2,8
"FC","mod","Rapid","perim.sd",17.1156,13.8548871088869,10.465,3.027,34.224,5
"FC","mod","Rapid","perim.sum",65.825,26.2864305026648,70.2,26,93,8
"FC","mod","Riffle","area.mean",49.0127333333333,62.3438628752624,15.588,2.898,218.84,15
"FC","mod","Riffle","area.med",44.037,59.1714121611345,18.175,2.335,216.58,15
"FC","mod","Riffle","area.ratio",0.0500666666666667,0.049581774685386,0.029,0.002,0.179,15
"FC","mod","Riffle","area.sd",43.1841818181818,71.658573890105,8.03,0.537,227.334,11
"FC","mod","Riffle","area.sum",144.089333333333,234.02363688515,33.63,8.22,875.36,15
"FC","mod","Riffle","n",2.86666666666667,1.4573295865416,3,1,5,15
"FC","mod","Riffle","perim.area.ratio",1.69093333333333,0.912504909314909,1.682,0.584,3.744,15
"FC","mod","Riffle","perim.mean",44.1864,36.2659944060154,28.5,10.85,127.85,15
"FC","mod","Riffle","perim.med",43.0266666666667,35.8327357646741,29.8,9.9,130.5,15
"FC","mod","Riffle","perim.sd",26.6712727272727,35.5120790072643,12.375,2.121,117.756,11
"FC","mod","Riffle","perim.sum",125.746466666667,137.345419762867,71.4,18.4,511.4,15
"FC","mod","Transition","area.mean",131.239777777778,243.371921195561,50.0415,11.225,1051.538,18
"FC","mod","Transition","area.med",108.819277777778,243.440735045044,39.9845,8.555,1051.538,18
"FC","mod","Transition","area.ratio",0.190277777777778,0.0704738629527084,0.1995,0.082,0.296,18
"FC","mod","Transition","area.sd",143.268941176471,336.349410078357,42.444,7.349,1413.419,17
"FC","mod","Transition","area.sum",506.2485,496.489897778779,327.8555,112.25,2103.077,18
"FC","mod","Transition","n",7,2.910427500436,7.5,1,11,18
"FC","mod","Transition","perim.area.ratio",3.28622222222222,1.38619184461075,3.115,1.194,5.591,18
"FC","mod","Transition","perim.mean",260.535277777778,303.871463171094,163.4985,60.52,1255.887,18
"FC","mod","Transition","perim.med",219.705666666667,307.104033768018,122.7,49.5,1255.887,18
"FC","mod","Transition","perim.sd",224.469647058824,394.069695553487,97.372,32.45,1671.724,17
"FC","mod","Transition","perim.sum",1202.32633333333,582.765284595881,1155.3235,589.502,2511.774,18
"FC","poor","Bank","area.mean",74.0870909090909,87.5785979248978,54.207,5.206,312.628,11
"FC","poor","Bank","area.med",62.8377272727273,129.030752888674,20.905,3.4,448.161,11
"FC","poor","Bank","area.ratio",0.129636363636364,0.0227827686081948,0.124,0.107,0.188,11
"FC","poor","Bank","area.sd",83.7584545454545,86.8358175735838,54.641,5.075,268.433,11
"FC","poor","Bank","area.sum",542.229,388.658377098449,393.64,99.78,1199.69,11
"FC","poor","Bank","n",10.9090909090909,5.64720365233175,10,3,26,11
"FC","poor","Bank","perim.area.ratio",2.91618181818182,1.4743164394513,2.687,1.384,6.158,11
"FC","poor","Bank","perim.mean",156.524454545455,181.983159146864,125.756,32.06,684.337,11
"FC","poor","Bank","perim.med",149.391818181818,288.294498736559,66.597,18.4,1012.212,11
"FC","poor","Bank","perim.sd",155.772727272727,155.214695601989,136.422,29.511,575.349,11
"FC","poor","Bank","perim.sum",1166.88790909091,538.697072895603,1023.201,435,2053.012,11
"FC","poor","Chute","area.mean",32.14,38.6080302527855,32.14,4.84,59.44,2
"FC","poor","Chute","area.med",32.14,38.6080302527855,32.14,4.84,59.44,2
"FC","poor","Chute","area.ratio",0.0055,0.000707106781186548,0.0055,0.005,0.006,2
"FC","poor","Chute","area.sd",NA,NA,NA,Inf,-Inf,0
"FC","poor","Chute","area.sum",32.14,38.6080302527855,32.14,4.84,59.44,2
"FC","poor","Chute","n",1,0,1,1,1,2
"FC","poor","Chute","perim.area.ratio",2.7825,2.31718892194832,2.7825,1.144,4.421,2
"FC","poor","Chute","perim.mean",44.7,32.9511760032931,44.7,21.4,68,2
"FC","poor","Chute","perim.med",44.7,32.9511760032931,44.7,21.4,68,2
"FC","poor","Chute","perim.sd",NA,NA,NA,Inf,-Inf,0
"FC","poor","Chute","perim.sum",44.7,32.9511760032931,44.7,21.4,68,2
"FC","poor","Glide-Run","area.mean",1498.09454545455,1597.82491140527,865.74,61.785,4229.713,11
"FC","poor","Glide-Run","area.med",1452.99154545455,1619.90704886283,651.55,52.9,4229.713,11
"FC","poor","Glide-Run","area.ratio",0.437545454545455,0.11403627811917,0.426,0.284,0.591,11
"FC","poor","Glide-Run","area.sd",391.676333333333,542.028596817056,83.7,19.346,1323.773,6
"FC","poor","Glide-Run","area.sum",2002.66390909091,1597.2549047771,1731.481,302.41,4229.713,11
"FC","poor","Glide-Run","n",3,2.5298221281347,2,1,8,11
"FC","poor","Glide-Run","perim.area.ratio",0.920272727272727,0.63894336069938,0.524,0.333,2.193,11
"FC","poor","Glide-Run","perim.mean",707.129363636364,589.458656283928,453.672,98.85,1606.255,11
"FC","poor","Glide-Run","perim.med",690.980090909091,602.107210961878,453.672,67.5,1606.255,11
"FC","poor","Glide-Run","perim.sd",160.4755,158.805457638899,77.7565,29.039,420.423,6
"FC","poor","Glide-Run","perim.sum",1062.53363636364,417.842315667112,948.351,460.539,1676.2,11
"FC","poor","Margin Attached Bar","area.mean",68.0462727272727,58.7409198669733,58.92,8.916,204.307,11
"FC","poor","Margin Attached Bar","area.med",39.2366363636364,36.2899256027695,21.395,5.63,120.589,11
"FC","poor","Margin Attached Bar","area.ratio",0.176090909090909,0.0311173731071713,0.185,0.126,0.218,11
"FC","poor","Margin Attached Bar","area.sd",72.1849090909091,65.6166394909928,61.634,8.412,221.789,11
"FC","poor","Margin Attached Bar","area.sum",709.685727272727,522.568812070543,648.12,196.162,1838.76,11
"FC","poor","Margin Attached Bar","n",12.3636363636364,3.95658254741961,11,7,22,11
"FC","poor","Margin Attached Bar","perim.area.ratio",2.01745454545455,1.18996574435035,1.563,0.786,5.155,11
"FC","poor","Margin Attached Bar","perim.mean",93.4263636363636,48.3942125161113,80.164,37.133,160.511,11
"FC","poor","Margin Attached Bar","perim.med",67.9909090909091,41.0302194618906,60.2,30,162.2,11
"FC","poor","Margin Attached Bar","perim.sd",82.2076363636364,51.6795525024603,61.189,21.828,165.591,11
"FC","poor","Margin Attached Bar","perim.sum",1039.61790909091,401.879525091402,1011.198,460.6,1702.6,11
"FC","poor","Mid Channel Bar","area.mean",6.271,5.30787950665262,5.295,1.568,17.048,8
"FC","poor","Mid Channel Bar","area.med",4.993125,4.28498452864351,3.635,1.09,11.86,8
"FC","poor","Mid Channel Bar","area.ratio",0.00625,0.00788760329341466,0.0025,0,0.019,8
"FC","poor","Mid Channel Bar","area.sd",6.4485,6.17888007651872,5.5015,0.926,13.865,4
"FC","poor","Mid Channel Bar","area.sum",19.6265,33.7178231037703,6.6085,2.48,102.29,8
"FC","poor","Mid Channel Bar","n",2.625,1.92260983338497,2,1,6,8
"FC","poor","Mid Channel Bar","perim.area.ratio",2.412125,1.06224122058706,2.04,1.122,3.937,8
"FC","poor","Mid Channel Bar","perim.mean",10.917375,4.46092386131265,10.3165,6.173,19.133,8
"FC","poor","Mid Channel Bar","perim.med",10.30475,4.16246601873731,8.9,5.9,17.4,8
"FC","poor","Mid Channel Bar","perim.sd",7.37425,4.28812953590102,6.891,3.109,12.606,4
"FC","poor","Mid Channel Bar","perim.sum",30.2985,35.2267010863716,19.945,8,114.8,8
"FC","poor","Pocket Pool","area.mean",2.48009090909091,1.17771171808261,2.457,0.569,4.67,11
"FC","poor","Pocket Pool","area.med",2.45772727272727,1.19520994732382,2.485,0.59,4.67,11
"FC","poor","Pocket Pool","area.ratio",0.00436363636363636,0.00233549683248457,0.004,0.001,0.009,11
"FC","poor","Pocket Pool","area.sd",0.593636363636364,0.367405572284165,0.464,0.119,1.457,11
"FC","poor","Pocket Pool","area.sum",14.42,8.56502539400789,13.19,2.55,28.88,11
"FC","poor","Pocket Pool","n",6.09090909090909,2.66287609379578,6,2,10,11
"FC","poor","Pocket Pool","perim.area.ratio",3.80818181818182,1.40013126657338,3.099,2.583,7.03,11
"FC","poor","Pocket Pool","perim.mean",8.11718181818182,2.09659775914131,8.075,4,12.2,11
"FC","poor","Pocket Pool","perim.med",8.06363636363636,2.22408305927307,8.1,3.8,12.2,11
"FC","poor","Pocket Pool","perim.sd",1.599,0.754870187515708,1.414,0.74,3.154,11
"FC","poor","Pocket Pool","perim.sum",47.7454545454545,22.2676610193511,43.8,13.6,87,11
"FC","poor","Pool","area.mean",16.2405454545455,11.1264103408389,13.892,2.902,41.347,11
"FC","poor","Pool","area.med",10.5454545454545,8.22333279593665,7.56,1.9,32.43,11
"FC","poor","Pool","area.ratio",0.0506363636363636,0.0179848421025748,0.055,0.021,0.072,11
"FC","poor","Pool","area.sd",16.2195454545455,14.4627076743163,9.617,2.36,42.266,11
"FC","poor","Pool","area.sum",203.805454545455,163.816880104807,150.42,38.04,537.51,11
"FC","poor","Pool","n",12.1818181818182,4.55671332910425,13,6,20,11
"FC","poor","Pool","perim.area.ratio",1.66281818181818,0.895240170924185,1.483,0.767,3.811,11
"FC","poor","Pool","perim.mean",20.0327272727273,5.88828576227257,19.222,11.06,31.708,11
"FC","poor","Pool","perim.med",16.6909090909091,5.62146858844814,14.6,9.1,30.6,11
"FC","poor","Pool","perim.sd",10.8131818181818,6.81024339973516,7.221,4.006,21.635,11
"FC","poor","Pool","perim.sum",245.472727272727,116.410421276697,226.2,104,412.2,11
"FC","poor","Rapid","area.mean",46.6783333333333,54.8128648980632,24.065,6.79,109.18,3
"FC","poor","Rapid","area.med",46.6783333333333,54.8128648980632,24.065,6.79,109.18,3
"FC","poor","Rapid","area.ratio",0.033,0.0190787840283389,0.035,0.013,0.051,3
"FC","poor","Rapid","area.sd",10.2565,8.68539259331436,10.2565,4.115,16.398,2
"FC","poor","Rapid","area.sum",56.9633333333333,48.408272364683,48.13,13.58,109.18,3
"FC","poor","Rapid","n",1.66666666666667,0.577350269189626,2,1,2,3
"FC","poor","Rapid","perim.area.ratio",1.76666666666667,0.916540415548236,1.828,0.821,2.651,3
"FC","poor","Rapid","perim.mean",50.5333333333333,36.2443558824451,44,18,89.6,3
"FC","poor","Rapid","perim.med",50.5333333333333,36.2443558824451,44,18,89.6,3
"FC","poor","Rapid","perim.sd",22.3445,16.8001500142112,22.3445,10.465,34.224,2
"FC","poor","Rapid","perim.sum",71.2,30.4945896840735,88,36,89.6,3
"FC","poor","Riffle","area.mean",64.0155555555556,84.7170820955123,23.95,2.898,218.84,9
"FC","poor","Riffle","area.med",62.5338888888889,84.9221153387686,14.83,2.335,216.58,9
"FC","poor","Riffle","area.ratio",0.0236666666666667,0.0283372546306095,0.011,0.002,0.09,9
"FC","poor","Riffle","area.sd",64.059,109.297288548253,13.486,1.93,227.334,4
"FC","poor","Riffle","area.sum",149.647777777778,279.888744583351,23.95,4.1,875.36,9
"FC","poor","Riffle","n",2.22222222222222,1.64147630029935,1,1,5,9
"FC","poor","Riffle","perim.area.ratio",1.71277777777778,1.1260507068709,1.244,0.584,3.744,9
"FC","poor","Riffle","perim.mean",50.0822222222222,49.2393817938898,27.64,10.85,127.85,9
"FC","poor","Riffle","perim.med",49.5777777777778,50.2587001865791,21.4,9.9,130.5,9
"FC","poor","Riffle","perim.sd",35.77325,54.9240627131376,10.8455,3.646,117.756,4
"FC","poor","Riffle","perim.sum",109.911111111111,157.698006046719,43.4,11.2,511.4,9
"FC","poor","Transition","area.mean",133.164181818182,99.7428013601164,88.746,19.156,303.862,11
"FC","poor","Transition","area.med",102.586727272727,108.555729565133,57.3,9.1,303.862,11
"FC","poor","Transition","area.ratio",0.167636363636364,0.0832193159395975,0.134,0.082,0.295,11
"FC","poor","Transition","area.sd",95.9334,89.0636164337978,70.05,20.348,310.485,10
"FC","poor","Transition","area.sum",533.609181818182,292.715460681809,469.312,196.727,1189.08,11
"FC","poor","Transition","n",5.72727272727273,3.2585551734138,5,1,11,11
"FC","poor","Transition","perim.area.ratio",2.92036363636364,1.13975289187852,2.812,1.643,5.591,11
"FC","poor","Transition","perim.mean",326.489272727273,212.110642731142,275.943,107.1,791.691,11
"FC","poor","Transition","perim.med",281.235545454545,255.863300843385,191.8,37.001,791.691,11
"FC","poor","Transition","perim.sd",207.4985,166.09710818357,169.023,23.335,540.91,10
"FC","poor","Transition","perim.sum",1358.57036363636,490.77699536842,1389.001,613.945,2279.8,11
"PC","good","Bank","area.mean",56.6107142857143,56.773227873205,35.3485,6.284,197.307,14
"PC","good","Bank","area.med",23.67,19.836104029696,22.535,4.47,80.835,14
"PC","good","Bank","area.ratio",0.0817142857142857,0.0211275560908882,0.0745,0.058,0.137,14
"PC","good","Bank","area.sd",77.5659285714286,97.7780908096447,35.5055,3.58,340.193,14
"PC","good","Bank","area.sum",693.428857142857,687.939548170852,413.63,93.7,2048.001,14
"PC","good","Bank","n",14.3571428571429,6.95708982988569,15.5,3,26,14
"PC","good","Bank","perim.area.ratio",3.30842857142857,1.54058434040143,3.286,1.27,6.062,14
"PC","good","Bank","perim.mean",120.141428571429,66.9760475092107,125.1585,31.073,250.657,14
"PC","good","Bank","perim.med",63.6926428571429,30.5747375021304,59.4,25.801,129.8,14
"PC","good","Bank","perim.sd",133.8735,111.458674882563,109.474,19.844,384.619,14
"PC","good","Bank","perim.sum",1502.65871428571,965.555600940119,1177.0995,412.999,3464.522,14
"PC","good","Cascade","area.mean",9.42,NA,9.42,9.42,9.42,1
"PC","good","Cascade","area.med",9.42,NA,9.42,9.42,9.42,1
"PC","good","Cascade","area.ratio",0.01,NA,0.01,0.01,0.01,1
"PC","good","Cascade","area.sd",NA,NA,NA,Inf,-Inf,0
"PC","good","Cascade","area.sum",9.42,NA,9.42,9.42,9.42,1
"PC","good","Cascade","n",1,NA,1,1,1,1
"PC","good","Cascade","perim.area.ratio",5.244,NA,5.244,5.244,5.244,1
"PC","good","Cascade","perim.mean",49.4,NA,49.4,49.4,49.4,1
"PC","good","Cascade","perim.med",49.4,NA,49.4,49.4,49.4,1
"PC","good","Cascade","perim.sd",NA,NA,NA,Inf,-Inf,0
"PC","good","Cascade","perim.sum",49.4,NA,49.4,49.4,49.4,1
"PC","good","Chute","area.mean",37.0971666666667,40.1436390648215,19.1175,8.756,112.757,6
"PC","good","Chute","area.med",23.8311666666667,24.0294483949729,19.1175,0.002,54.01,6
"PC","good","Chute","area.ratio",0.0226666666666667,0.0223487508972351,0.0125,0.002,0.053,6
"PC","good","Chute","area.sd",39.6184,53.0255756102657,17.697,0.643,132.314,5
"PC","good","Chute","area.sum",304.923333333333,476.787481061182,81.3825,25.14,1240.33,6
"PC","good","Chute","n",9,11.4367827643966,4.5,1,31,6
"PC","good","Chute","perim.area.ratio",2.45033333333333,1.37925482296299,1.919,1.347,5.147,6
"PC","good","Chute","perim.mean",68.5701666666667,50.7363720832173,56.7,21.738,151.854,6
"PC","good","Chute","perim.med",53.3161666666667,46.4819730666273,56.7,0.262,104,6
"PC","good","Chute","perim.sd",42.7978,48.0656956123595,33.052,0.707,120.785,5
"PC","good","Chute","perim.sum",481.096166666667,623.266717726662,180.7505,46,1670.396,6
"PC","good","Glide-Run","area.mean",336.808571428571,299.083724164762,237.691,16.386,955.937,14
"PC","good","Glide-Run","area.med",200.579071428571,173.388454731194,146.0895,14.57,544.6,14
"PC","good","Glide-Run","area.ratio",0.255714285714286,0.0653398553969681,0.2435,0.189,0.42,14
"PC","good","Glide-Run","area.sd",369.9575,338.299180798879,238.068,13.273,999.468,14
"PC","good","Glide-Run","area.sum",2351.7895,2192.20562761816,1662.363,163.861,6459.619,14
"PC","good","Glide-Run","n",7.07142857142857,2.7863481949922,6.5,2,12,14
"PC","good","Glide-Run","perim.area.ratio",1.42278571428571,0.959787811371421,1.143,0.581,3.799,14
"PC","good","Glide-Run","perim.mean",290.070214285714,168.133392769495,227.137,62.258,576.908,14
"PC","good","Glide-Run","perim.med",235.977285714286,131.710493731475,202.8915,57.899,468.1,14
"PC","good","Glide-Run","perim.sd",241.730428571429,163.049196655353,217.9585,41.9,565.696,14
"PC","good","Glide-Run","perim.sum",1975.41171428571,1295.01959820148,1694.664,483.201,4165.564,14
"PC","good","Margin Attached Bar","area.mean",254.218642857143,402.094167913554,69.866,8.383,1396.162,14
"PC","good","Margin Attached Bar","area.med",141.690642857143,234.913736593672,41.631,3.55,716.8,14
"PC","good","Margin Attached Bar","area.ratio",0.215357142857143,0.0583973223080241,0.2195,0.111,0.316,14
"PC","good","Margin Attached Bar","area.sd",359.385357142857,634.243912630756,68.9765,9.902,2213.786,14
"PC","good","Margin Attached Bar","area.sum",2095.55664285714,2410.3922533175,1000.118,167.67,6980.808,14
"PC","good","Margin Attached Bar","n",16.0714285714286,10.6371213985905,14.5,4,44,14
"PC","good","Margin Attached Bar","perim.area.ratio",1.55307142857143,1.27168249933735,1.197,0.304,5.042,14
"PC","good","Margin Attached Bar","perim.mean",141.434571428571,127.771940522476,80.456,26.825,424.52,14
"PC","good","Margin Attached Bar","perim.med",84.7072142857143,72.1341764045722,71.25,20.4,275.8,14
"PC","good","Margin Attached Bar","perim.sd",162.299,188.785297786829,64.593,22.638,564.136,14
"PC","good","Margin Attached Bar","perim.sum",1531.65342857143,951.609090632583,1429.9005,392.2,3702.401,14
"PC","good","Mid Channel Bar","area.mean",52.4408571428571,55.3062650239654,29.153,2.28,179.77,14
"PC","good","Mid Channel Bar","area.med",33.517,51.1795498958174,17.3925,2.28,183.42,14
"PC","good","Mid Channel Bar","area.ratio",0.0372142857142857,0.0416582775437498,0.021,0.001,0.132,14
"PC","good","Mid Channel Bar","area.sd",83.5268181818182,65.2248651371824,76.739,2.964,176.238,11
"PC","good","Mid Channel Bar","area.sum",372.512571428571,447.887828097567,80.25,2.28,1239.175,14
"PC","good","Mid Channel Bar","n",5.07142857142857,4.1410568274719,3.5,1,14,14
"PC","good","Mid Channel Bar","perim.area.ratio",1.648,1.1880292019203,1.122,0.443,4.035,14
"PC","good","Mid Channel Bar","perim.mean",44.6150714285714,36.7307908425286,32.08,9.2,124.778,14
"PC","good","Mid Channel Bar","perim.med",32.1955714285714,28.0335799292269,22.5195,9.2,88,14
"PC","good","Mid Channel Bar","perim.sd",58.2051818181818,51.3503826058155,46.408,6.231,174.758,11
"PC","good","Mid Channel Bar","perim.sum",324.398,409.7945969586,127.7,9.2,1123,14
"PC","good","Pocket Pool","area.mean",2.64130769230769,2.04453317347406,2.41,0.64,8.475,13
"PC","good","Pocket Pool","area.med",2.60653846153846,2.04682923955503,2.31,0.64,8.475,13
"PC","good","Pocket Pool","area.ratio",0.00192307692307692,0.00184668795692624,0.001,0,0.006,13
"PC","good","Pocket Pool","area.sd",0.589272727272727,0.365792862398678,0.628,0.028,1.086,11
"PC","good","Pocket Pool","area.sum",9.48,8.26408797145819,7.13,1.28,28.56,13
"PC","good","Pocket Pool","n",3.84615384615385,2.60915547786871,3,1,8,13
"PC","good","Pocket Pool","perim.area.ratio",3.91876923076923,1.63680711314468,3.122,1.676,7.656,13
"PC","good","Pocket Pool","perim.mean",8.00030769230769,2.67571418455632,7.6,4.433,14.2,13
"PC","good","Pocket Pool","perim.med",7.90769230769231,2.63231885684515,7.6,4.4,14.2,13
"PC","good","Pocket Pool","perim.sd",1.28436363636364,0.522064799182491,1.219,0.707,2.26,11
"PC","good","Pocket Pool","perim.sum",30,22.9556093362821,26.6,7,87.4,13
"PC","good","Pond","area.mean",48.4598,77.0467590668161,13.465,3.05,184.169,5
"PC","good","Pond","area.med",30.5884,38.3386786457228,13.465,3.05,94.812,5
"PC","good","Pond","area.ratio",0.009,0.0135462171841441,0.003,0.001,0.033,5
"PC","good","Pond","area.sd",96.4303333333333,132.997406141373,38.148,2.524,248.619,3
"PC","good","Pond","area.sum",205.849,400.706424836189,26.93,3.05,920.845,5
"PC","good","Pond","n",2.2,1.6431676725155,2,1,5,5
"PC","good","Pond","perim.area.ratio",1.6244,1.09484807165195,1.73,0.35,3.016,5
"PC","good","Pond","perim.mean",27.036,22.3120702759739,23.3,9.2,64.48,5
"PC","good","Pond","perim.med",23.58,15.2981044577425,23.3,9.2,47.2,5
"PC","good","Pond","perim.sd",21.3663333333333,17.795402842682,17.536,5.798,40.765,3
"PC","good","Pond","perim.sum",88.7202,132.214404813545,46.6,9.2,322.401,5
"PC","good","Pool","area.mean",94.5121428571429,124.300844730007,42.561,5.14,385.102,14
"PC","good","Pool","area.med",64.59,83.1263853557202,34.18,2.97,234.485,14
"PC","good","Pool","area.ratio",0.117428571428571,0.026436321999838,0.1195,0.069,0.158,14
"PC","good","Pool","area.sd",104.870714285714,153.003303968564,41.1035,4.195,555.773,14
"PC","good","Pool","area.sum",1213.71142857143,1404.650490521,697.145,87.79,4621.22,14
"PC","good","Pool","n",16.1428571428571,9.39604780137448,12.5,4,38,14
"PC","good","Pool","perim.area.ratio",1.21492857142857,0.765090287712273,1.0255,0.296,2.749,14
"PC","good","Pool","perim.mean",53.5160714285714,36.1062954844427,44.6645,14.128,123.455,14
"PC","good","Pool","perim.med",41.9285714285714,26.8495646310908,35.85,11.6,95.2,14
"PC","good","Pool","perim.sd",42.7684285714286,34.3516915376013,29.5765,7.396,113.003,14
"PC","good","Pool","perim.sum",751.243285714286,494.052154222675,678,193.405,1728.201,14
"PC","good","Rapid","area.mean",11.8936666666667,2.70797347352838,11.2,9.6,14.881,3
"PC","good","Rapid","area.med",11.14,1.51089377522048,11.2,9.6,12.62,3
"PC","good","Rapid","area.ratio",0.0273333333333333,0.0274286954362276,0.012,0.011,0.059,3
"PC","good","Rapid","area.sd",6.727,NA,6.727,6.727,6.727,1
"PC","good","Rapid","area.sum",31.7353333333333,36.9625397576159,11.2,9.6,74.406,3
"PC","good","Rapid","n",2.33333333333333,2.3094010767585,1,1,5,3
"PC","good","Rapid","perim.area.ratio",2.758,0.714890900767383,2.37,2.321,3.583,3
"PC","good","Rapid","perim.mean",31.891,5.12039480899667,34.4,26,35.273,3
"PC","good","Rapid","perim.med",30.2,4.2,30.2,26,34.4,3
"PC","good","Rapid","perim.sd",20.823,NA,20.823,20.823,20.823,1
"PC","good","Rapid","perim.sum",78.9216666666667,84.4928541850335,34.4,26,176.365,3
"PC","good","Riffle","area.mean",100.859142857143,75.9338071448843,117.5735,5.514,224.326,14
"PC","good","Riffle","area.med",81.8385714285714,61.8853340221491,81.5325,4.73,174.6,14
"PC","good","Riffle","area.ratio",0.0694285714285714,0.0301297560196261,0.062,0.029,0.12,14
"PC","good","Riffle","area.sd",92.5354285714286,78.341314574028,102.6025,2.949,234.027,14
"PC","good","Riffle","area.sum",600.428857142857,531.063406836315,418.905,27.57,1629.87,14
"PC","good","Riffle","n",5.85714285714286,2.59754744850845,5,2,12,14
"PC","good","Riffle","perim.area.ratio",1.1045,0.684910072704664,0.7425,0.495,2.59,14
"PC","good","Riffle","perim.mean",70.5965,37.4784607798009,82.275,14.28,136.04,14
"PC","good","Riffle","perim.med",67.9994285714286,36.8761436948361,72.75,13.4,134.2,14
"PC","good","Riffle","perim.sd",42.5987857142857,25.5055694466268,45.274,3.183,82.438,14
"PC","good","Riffle","perim.sum",421.055642857143,318.647336057039,309.9,71.4,1144.799,14
"PC","good","Transition","area.mean",366.902857142857,658.365713748341,80.947,15.009,2061.326,14
"PC","good","Transition","area.med",69.5327142857143,59.4561140058894,49.6675,15.39,216.356,14
"PC","good","Transition","area.ratio",0.201571428571429,0.0410903587526026,0.1965,0.138,0.281,14
"PC","good","Transition","area.sd",636.612,1240.62316153015,95.952,5.411,3896.438,14
"PC","good","Transition","area.sum",2126.38971428571,2622.08547852628,1041.45,150.087,8245.303,14
"PC","good","Transition","n",9.85714285714286,4.91241978375913,9.5,4,21,14
"PC","good","Transition","perim.area.ratio",2.34678571428571,1.28232206314419,2.2765,0.535,5.463,14
"PC","good","Transition","perim.mean",368.621928571429,420.880506590001,183.494,60.095,1493.288,14
"PC","good","Transition","perim.med",146.937142857143,71.1384988637897,142.45,59.6,274.4,14
"PC","good","Transition","perim.sd",521.857142857143,767.734768181129,220.8595,17.249,2594.828,14
"PC","good","Transition","perim.sum",2763.36714285714,2146.74608303891,2212.7955,600.945,7815.183,14
"PC","mod","Bank","area.mean",51.3972,55.6857941658886,33.457,6.284,197.307,15
"PC","mod","Bank","area.med",23.5517333333333,19.5524405326024,21.651,4.47,80.835,15
"PC","mod","Bank","area.ratio",0.0923333333333333,0.0225726340847454,0.094,0.058,0.137,15
"PC","mod","Bank","area.sd",66.3342666666667,95.9103614315148,29.592,3.58,340.193,15
"PC","mod","Bank","area.sum",565.2166,628.629219510175,292.43,93.7,2048.001,15
"PC","mod","Bank","n",13.4,7.02851335632223,14,3,25,15
"PC","mod","Bank","perim.area.ratio",3.49053333333333,1.43230951696236,3.569,1.27,6.062,15
"PC","mod","Bank","perim.mean",116.892333333333,64.9715531011915,115.978,31.073,250.657,15
"PC","mod","Bank","perim.med",65.3798,30.2433396332387,70.2,25.801,129.8,15
"PC","mod","Bank","perim.sd",122.703933333333,107.922325679475,104.641,19.844,384.619,15
"PC","mod","Bank","perim.sum",1324.73586666667,798.651246672419,992.4,412.999,2863.188,15
"PC","mod","Cascade","area.mean",8.6625,1.07126677349762,8.6625,7.905,9.42,2
"PC","mod","Cascade","area.med",8.6625,1.07126677349762,8.6625,7.905,9.42,2
"PC","mod","Cascade","area.ratio",0.0055,0.00636396103067893,0.0055,0.001,0.01,2
"PC","mod","Cascade","area.sd",NA,NA,NA,Inf,-Inf,0
"PC","mod","Cascade","area.sum",8.6625,1.07126677349762,8.6625,7.905,9.42,2
"PC","mod","Cascade","n",1,0,1,1,1,2
"PC","mod","Cascade","perim.area.ratio",4.101,1.61644610179245,4.101,2.958,5.244,2
"PC","mod","Cascade","perim.mean",36.3925,18.395382912568,36.3925,23.385,49.4,2
"PC","mod","Cascade","perim.med",36.3925,18.395382912568,36.3925,23.385,49.4,2
"PC","mod","Cascade","perim.sd",NA,NA,NA,Inf,-Inf,0
"PC","mod","Cascade","perim.sum",36.3925,18.395382912568,36.3925,23.385,49.4,2
"PC","mod","Chute","area.mean",25.818,26.9334637950636,16.948,5.3,64.076,4
